id,title,year,doctype,abstract,lang
31168274,,2019,Report,"This poverty and equity brief
            explains about the Timor-Leste's progress in reducing
            poverty as of April 2019. Timor-Leste has made significant
            progress in recent years in reducing poverty. The poverty
            rate at the national poverty line declined from 50.4 percent
            in 2007 to 41.8 percent in 2014. The poverty rates were much
            higher in western areas of Timor-Leste than the eastern
            areas. Since 2007, real consumption per capita for the
            bottom forty percent grew at the average of 2.88 percent per
            year, slightly lower than the national average growth rate
            of 2.98 percent. This pattern of consumption growth resulted
            in a slightly worsening of inequality with the Gini index
            increase from 0.28 in 2007 to 0.29 in 2014, although this is
            still low by international standards.",English
441740,,1998,Publication,"This book examines the links between
            the emergence of privatization as an important development
            policy in emerging markets and the rapid growth of equity
            markets in these same countries. Various authors discuss
            privatization providing critical mass to kick-start new
            stock markets; privatization supplying investment
            opportunities that deepen existing stock markets;
            privatization often receiving a crucial boost from
            telecommunications; and privatization generating new and
            broader types of investor participation. The book considers
            important market instruments and institutions - depository
            receipts, privatization bonds, emerging market investment
            funds, and pension funds - and their contribution to
            privatization and emerging stock market development.",English
17683320,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
31981369,,2020,Implementation Completion and Results Report,"The Equity and Quality for Improved
            Learning Project for Cameroon had a moderately satisfactory
            outcome. Bank performance was also moderately satisfactory,
            while M&E Quality was substantial. The project
            development objective (PDO) was to improve the equity and
            quality of primary education service delivery in the
            Recipient&#8217;s territory with an emphasis on
            disadvantaged areas. The project was restructured three
            times: December 11, 2015, June 17, 2017, and September 27,
            2018. The PDO remained unchanged throughout the project.
            PDO-level indicators (PDIs) were changed in two of the three
            restructurings. Some recommendations and lessons learned
            during the project include: It is important to use existing
            Government structures for project implementation and have
            country -based staff for implementation support in a fragile
 ",English
31244743,,2018,Project Paper,"The objective of the project is to
            improve access to quality health services for the targeted
            population groups with protection against impoverishment due
            to the cost of health services in the Kingdom of Cambodia.
            The additional financing supports activities that build upon
            important lessons learned from previous programs and
            projects in Cambodia. It will also further support the
            carrying out of activities designed to improve the
            supply-side readiness of the health sector and strengthen
            the institutions in charge of implementing project activities.",English
17683807,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
32422026,,2020,Report,"Inclusive education refers to a
            process of strengthening the capacity of the whole general
            education system to reach out to all learners. Increasing
            access and ensuring learning and achievement for all
            students is critical to developing human capital and
            economic growth. Inclusive education has been a universally
            acknowledged goal for over two decades. Universal Design for
            Learning (UDL) reminds us of the importance of good
            pedagogical practices, differentiation and flexibility in
            curriculum and assessments. It also points to the importance
            of adequate human resources and reasonable accommodations at
            school and in any education institution to meet a variety of
            learning needs. UDL is an approach, which acknowledges that
            in a group of learners, all are different. Learners can
            understand, process, and express things in diff",English
14571879,,2010,Brief,"The Multilateral Investment Guarantee
            Agency (MIGA) can help international private equity
            investors overcome these challenges in order to achieve
            attractive and long-term sustainable risk-adjusted returns.
            Work is to encourage foreign direct investment into emerging
            by markets by helping investors and lenders mitigate
            political risks through insurance (guarantees) products.
            Political risk insurance is widely recognized as an
            enhancement for securing emerging market debt and is
            considered an effective risk management tool by credit
            rating agencies. Indeed, the risk-mitigation benefits
            offered by MIGA's political risk insurance go well
            beyond financial compensation in the event of a loss. By
            demonstrating the investments MIGA supports are
            developmentally sound, meet high social and environmental
            standards, and ",English
29945349,,2018,Brief,"It is very difficult to analyze
            poverty trends in Kiribati due to the infrequency of data
            collection. The most recent Household Income and Expenditure
            Survey (HIES) was conducted more than 10 years ago, in 2006
            (with the round prior to that conducted in 1996). Using the
            2006 HIES, the poverty rate was estimated at 34.6 percent
            based on the lower middle income class poverty line, and
            12.9 percent based on the international poverty line.
            Inequality, as measured by the Gini index, was 37, slightly
            below regional averages. According to the national basic
            needs poverty line, the incidence of poverty in 2006 was
            21.8 percent. Poverty rates were considerably higher in
            South Tarawa (24.2 percent) and the Rest of the Gilbert
            Islands (rural households) (22.0 percent), than in the Line
            and Phoenix Islands (8.9 percent), though sepa",English
28003116,,2016,Brief,"Panama's rural poor and
            indigenous communities experience much worse health outcomes
            than the rest of the population. For example, mortality
            rates for children under five years old can be as have
            reached 2.4 higher than the national average of 19.9 deaths
            per 1,000 live births. In 2008, the World Bank supported
            Panama's Health Equity and Performance Improvement
            Project. The program uses mobile health teams to provide the
            rural poor with continuous access to a package of health
            services known to improve mother and child health care.",English
31372953,,2019,Working Paper,"Health remains an important challenge
            as well as a development priority for Cambodia. On one hand,
            Cambodia is one of the few countries globally that achieved
            both MDG targets of maternal and child mortality. On the
            other hand, 32 percent (or approximately 0.5 million) of
            children under five are stunted even today. The maternal
            mortality ratio decreased from 472 in 2005 to 170 in 2014
            (number per 100,000 live births) but remains high.
            Similarly, the under-five mortality rate decreased from 83
            per 1,000 live births in 2005 to 35 per 1,000 in 2014.
            Despite these dramatic improvements in maternal and child
            health, inequities in health outcomes persist among
            different socioeconomic statuses, geographical area, and
            between urban and rural populations. The government
            recognizes the need to go beyond improved survival rates to
",English
31390494,,2019,Implementation Status and Results Report,{},English
697375,,1995,Policy Research Working Paper,"There is a close, if imperfect,
            relationship between the effectiveness of an economy's
            capital markets and its level (or rate of growth) of real
            development. This may be because financial markets provide
            liquidity, promote the sharing of information, or permit
            agents to specialize. There is literature about how these
            functions help increase real activity, but surprisingly
            little literature predicting how the volume of activity in
            financial markets relates to the level or efficiency of an
            economy's productive activity. The authors address this
            question: how does the efficiency of an economy's
            equity market -- as measured by transaction costs -- affect
            its efficiency in producing physical capital and, through
            this channel, final goods and services The answer: As the
            efficiency of an economy's capital markets increases
    ",English
26617173,,2014,Project Appraisal Document,"The development objective of the
            Equity and Quality for Improved Learning Project for
            Cameroon is to improve the equity and quality of primary
            education service delivery in Cameroon with an emphasis on
            disadvantaged areas. This project has two components. 1) The
            first component, Improving equity and quality in primary
            education service delivery, supports improvements in primary
            education service delivery, in particular the early grades
            of primary, with a focus on supporting the disadvantaged
            areas of Cameroon and on improving girls’ school attendance.
            It has the following subcomponents: (i) Increasing teacher
            availability in public primary schools in disadvantaged
            areas; (ii) Provision of teaching and learning materials;
            (iii) Continued professional development for teachers and
            inspectors; (iv) Support for girls’ educati",English
16630383,,2012,Working Paper,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low- and
            middle-income countries. The tables in this section show how
            health outcomes, risky behaviors and health care utilization
            vary across asset (wealth) quintiles and periods. The
            quintiles are based on an asset index constructed using
            principal components analysis. The tables show the mean
            values of the indicator for each quintile, as well as for
            the sample as a whole. Also shown are the concentration
            indices which capture the direction and degree of
            inequality. Benefit-incidence analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. There are three tables
            showing, respectively, the distribution of service
            utilizat",English
13855532,,2011,Brief,"In poor countries, this situation is
            intensified during an economic crisis. Unemployment,
            wage-cuts, and reductions in remittances make it very
            difficult for poor families to pay for health care. In fact,
            health care costs can have catastrophic effects on families
            who are already financially vulnerable. At the same time,
            governments' shrinking budgets limit their ability to
            protect poor families and provide them with access to
            affordable and quality care. This has multi-faceted and
            long-term consequences for human development. To respond to
            crisis and implement health care policies that ensure equity
            and protect poor as well as vulnerable families, a
            government needs to know how families use and pay for health
            services. The project will produce a new series of country
            reports that use standard measures to facilitate cons",English
17565892,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
30690827,,2018,Working Paper,"This report outlines the findings from
            an analysis of inequity in Russian pre-university education.
            The report seeks to answer to the following questions: what
            is the magnitude of educational inequity in Russia and what
            are its sources; what practices might potentially tackle
            inequity in Russian schools; and what are the potential
            economic benefits to the Russian Federation of dealing with
            educational inequities. The report uses data from
            standardized international assessments to compare Russian
            performance with other countries. The study uses the latest
            quantitative methods including a machine learning model to
            understand the dynamics connecting social inequity and
            inequity in educational outcomes. Further, the report
            examines the prevention and remediation measures by looking
            at the resilient schools in Russia and iden",Russian
17570722,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
27889227,,2017,Procurement Plan,{},English
17683078,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
732838,,1995,Memorandum & Recommendation of the President,"The Government of Guinea adopted the
            National Program for Education for All in 1990. The
            objectives of this program was to expand the gross primary
            school enrollment rate from 28 to 53 by the year 2000, to
            increase the efficiency of resource use within the sector,
            to increase overall Government support for basic education,
            and to improve the quality of education. The strategy has
            been updated in a Statement of Education Policy. This policy
            well be supported through the implementation of the second
            phase of a multidonor sector investment program. The
            long-term objectivess of the Equity and School Improvement
            Project are: (a) increase primary school enrollment and
            completion rates, with a strong focus on girls and students
            in rural areas; (b) improve teaching and student learning in
            primary and lower secondary schools; and",English
17565954,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
30454800,,2018,Project Paper,"The development objective of Equity
            and Quality for Improved Learning Project for Cameroon is to
            improve the equity and quality of primary education service
            delivery in the recipient's territory with an emphasis
            on disadvantaged areas. This restructuring requires the
            following changes: (i) the extension of the project closing
            date by ten months from September 30, 2018, to June 28,
            2019; (ii) changes to components and costs; (iii) adding a
            new category; (iv) changes in results framework; (v) partial
            cancellation of funds; (vi) reallocation between
            disbursement categories; (vii) change in disbursement
            estimates; and (viii) changes in implementation schedule.",English
26586087,,2016,Implementation Completion Report Review,{},English
17570700,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
30883831,,2019,Implementation Status and Results Report,{},English
32419980,,2020,Project Paper,"The development objective of Odisha
            Higher Education Program for Excellence and Equity Project
            for India is to improve the quality of and students'
            equitable access to selected institutions and enhance
            governance of the higher education system in Odisha. This
            second-level of restructuring requires the following: (i)
            change in results framework; (ii) change in cancellations
            proposed; (iii) reallocation between and/or change in
            Disbursement-linked Indicator (DLI); and (iv) change in
            disbursement estimates.",English
33535096,,2021,Procurement Plan,{},English
31125454,,2018,Public Expenditure Review,"The Zambian health care system
            continues to undergo various reforms. The system has
            experienced health financing and organizational reforms
            since 2006. Among the notable and common themes underpinning
            all the health reforms across the different timelines have
            been the following: the policy commitment continues to be
            associated with the desire to ensure that resources and
            health care services are distributed and provided as close
            to the household or family as possible; and access to
            quality and affordable health care services continues to be
            one of the central themes of the reform process. In this
            regard, health services are supposed to be generally
            available, adequate, and of reasonable quality and cost.
            Given that a number of health financing reforms have been
            implemented in Zambia over the years, this study provides an",English
17682941,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
19479675,,2014,Implementation Status and Results Report,{},English
26912511,,1993,Brief,"A number of developing countries have
            reduced their debt by allowing banks or other holders of
            claims to exchange them for local currency, at a discount,
            provided that the proceeds are used to purchase shares in
            local companies. In this way, not only can debt and debt
            service be eased, but foreign investment can be encouraged ,
            especially in state-run enterprises slated for privatization.",English
18156404,,1995,Credit Agreement,{},English
2967364,,2003,Project Information Document,{},English
440364,,1995,Journal Article,"The low correlation between returns
            in emerging equity markets and industrial equity markets
            implies that the global investor would benefit from
            diversification in emerging markets. This article explores
            the sensitivity of the emerging-market returns to measures
            of global economic risk. When these traditional measures of
            risk are used, the emerging markets have little or no
            sensitivity. This finding is consistent with these
            markets' being segmented from world capital markets.
            However, the correlation between the emerging-market returns
            and the risk factors appears to be changing over time.",English
32355682,,2020,Policy Research Working Paper,"This paper provides the first
            evidence on the long-run returns to private equity in
            emerging and frontier markets using the cash flows from
            every equity investment made by the International Finance
            Corporation across 130 countries over 58 years.
            Risk-adjusted returns are comparable to the S&P 500, at
            least from 1961 until 2010. Returns improve with economic
            growth, but decline as banking systems deepen and countries
            relax capital controls. These results are consistent with
            the thesis that financial frictions have prevented the flow
            of capital from rich to poor countries, and that the
            persistence of impact investors&#x2019; performance may
            rely on identifying or creating new markets that lack access
            to capital.",English
31926239,,2020,Procurement Plan,{},English
6657991,,2005,World Development Report,"The overview report summarizes the
            World Development Report 2006, which analyzes the
            relationship between equity and development, i.e., the
            differences in life chances across nationality, race,
            gender, and social groups, strikingly and fundamentally
            unfair. These are also likely to lead to wasted human
            potential, and thus to missed development opportunities. It
            also derives policy implications that center on the broad
            concept of leveling the playing field-both politically and
            economically and in the domestic and the global arenas. The
            report recognizes the intrinsic value of equity but aims
            primarily to document how a focus on equity matters for
            long-run development. It has three parts: Part I considers
            the evidence on inequality of opportunity, within and across
            countries. Part II asks why equity matters, discussing the",Khmer
33187458,,2021,Procurement Plan,{},English
32758101,,2021,Project Paper,"The development objective of Odisha
            Higher Education Program for Excellence and Equity (OHEPEE)
            for India is to improve the quality of and students'
            equitable access to selected institutions and enhance
            governance of the higher education system in Odisha. This
            second level of restructuring of the OHEPEE Program aims to:
            (i) cancel thirty-five million US dollars from the
            undisbursed loan amount; (ii) revise the Disbursement-linked
            Indicator (DLI) and results framework, with a new project
            development objective (PDO) indicator on equitable access
            and reformulation of PDO indicator 3 on governance reforms
            in faculty management, including replacing two related DLIs,
            and updating the definitions, targets and
            Disbursement-linked Result (DLR) amounts of the remaining
            three DLIs; and (iii) reallocate the undisbursed loan amount
 ",English
31845627,,2020,Procurement Plan,{},English
32419455,,2020,Procurement Plan,{},English
32554449,,2020,Procurement Plan,{},English
33497556,,2021,Procurement Plan,{},English
31960657,,2020,Procurement Plan,{},English
31926738,,2020,Procurement Plan,{},English
19659392,,2003,Implementation Completion Report Review,{},English
25117057,,2015,Implementation Completion and Results Report,"Ratings for the Pernambuco Equity and
            Inclusive Growth Development Policy Operation Project for
            Brazil were as follows: outcomes were satisfactory, risk to
            development outcome was negligible, Bank performance was
            highly satisfactory, and Borrower performance was highly
            satisfactory. Some lessons learned included: government
            commitment is a pre-requisite to the outcome of any project
            or program, but for a program that supports a fundamental
            reorientation of the administrative processes towards
            specified goals the continuity of that commitment is
            fundamental. World Bank support gives a strong, central
            executing agency clout to both request monitoring reports
            and demand results, while at the same time playing a
            catalytic role in improving its relations with other
            executing agencies. Operations that address activities and
  ",English
699117,,1993,Policy Research Working Paper,"The author surveys the literature on
            equity portfolio investment to develop a research agenda
            that could help developing countries interested in
            attracting equity portfolio flows. He finds that a broad
            literature exists on equity portfolio flows, but that most
            empirical tests have focused on industrial countries.
            Although some of the analytical papers may be applicable to
            developing countries, the author identifies areas of
            empirical research of specific interest to developing
            countries: identifying barriers that prevent a free flow of
            (equity portfolio) capital between industrial and developing
            countries; quantifying the opportunity costs of these
            barriers in higher risk-adjusted cost of capital and lower
            flow of capital; analyzing the optimal amount of portfolio
            investment and the degree to which investors in industria",English
698170,,1994,Publication,"Long stifled by government controls,
            emerging market (EM) corporate finance is changing
            dramatically as recent liberalization is revitalizing
            stagnant domestic capital markets and permitting increased
            access to overseas markets. This paper examines how EM firms
            choose between debt and equity in their financing decisions.
            The paper starts with a discussion of the traditional
            features of EM corporate finance. It then presents a simple
            framework for the debt-equity choice based on the standard
            considerations of cost, risk, control and disclosure. The
            unique manner in which these considerations could be
            influenced by government control is illustrated with
            examples from several EM countries. The central conclusion
            of this report is that, like Western firms, EM firms seek to
            minimize the cost of capital and retain control in t",English
31143976,,2019,Policy Research Working Paper,"This paper outlines changes that have
            been made in the 2019 version of the Health Equity and
            Financial Protection Indicators database. On the financial
            protection side, the changes include an increase in the
            number of indicators from five to 14; revisions to several
            previous data points, reflecting the analysis of new surveys
            (or adaptations thereof); and refinements to the estimation
            of out-of-pocket expenditures. On the health equity side,
            the 2019 database includes 198 more data points than the
            9,733 in the 2018 database, reflecting the addition of 535
            new datapoints, and the dropping of 337 previously included
            data points now considered to be substandard.",English
33759022,,2022,Project Appraisal Document,{},English
19675155,,2006,Implementation Completion Report Review,{},English
31409192,,2019,Working Paper (Numbered Series),"This paper uses methods developed by
            the Commitment to Equity Institute and data from the
            Household Budget Survey to assess the effects of government
            taxation and social spending on poverty and inequality in
            Moldova. The paper presents the first detailed
            distributional analysis of the tax and expenditure sides of
            the fiscal system, examining, in particular, the
            contribution of different taxes and transfers to poverty and
            inequality reduction in Moldova, as well as the
            cost-effectiveness of different taxes and transfers in
            achieving these poverty and inequality reduction goals. The
            analysis finds that the tax-benefit system in Moldova is
            quite pro-poor and has a significant effect on poverty and
            inequality, with the poverty reduction effect being stronger
            for lower poverty thresholds. Pensions provide much of the
        ",English
15580630,,2011,Implementation Status and Results Report,{},English
32081259,,2020,Procurement Plan,{},English
33231831,,2014,Report,"This report summarizes the main
            findings of the different work conducted under Turkey:
            Promoting Gender Equity in Labor Market and Entrepreneurship
            (P133741) to better understand the gender differences in
            entrepreneurship in Turkey, in particular, the specific
            constraints and opportunities women face to start a business
            and be a successful entrepreneur. The project included a set
            of analytical and dissemination pieces, including six
            background papers (listed on footnote 4) exploiting existing
            data sources as well as new data collection. Quantitative
            analysis included Turkey’s Labor Force and Earnings surveys,
            EBRD and WB Life In Transition Survey (LiTS), EU Income
            Social Inclusion and Living Conditions survey (EU-SILC), WB
            Global Financial Inclusion Index (FINDEX) database, and
            Business Environment and Enterprise Perform",English
31124086,,2018,Report,"After experiencing hardship during
            the post-independence period, Georgia underwent a series of
            transformations that allowed it to make significant progress
            towards twin goals. Poverty moved from 37.3 percent in 2010
            to 21.9 in 2017 and the shared prosperity premium was, at 2
            percentage points, mainly reflecting improvements in welfare
            for the bottom 40 percent of the population. Urban and rural
            areas benefited from the reduction in poverty since 2010,
            though rural areas lag their urban peers. Expansion of
            economic opportunities and social policies contributed to
            poverty reductions and higher-than-average consumption.
            Nonetheless, Georgia has yet to consolidate as a
            middle-class society as many households remain vulnerable
            and close to the poverty line. Improving Georgia’s growth
            requires deploying human and natural asset",English
2392526,,2003,Implementation Completion and Results Report,"The ratings for the Guinea - Equity
            and School Improvement Project were as follows: the outcome
            was satisfactory, the sustainability was likely, the
            institutional development impact was modest, the Bank and
            borrower performance were both satisfactory. The lessons
            learned indicate that despite low institutional capacity and
            scare resources, the project demonstrated that rapid and
            large gains in access and improvement in the internal
            efficiency of the education system are possible when the
            Education Ministry sustains its political and technical
            leadership over the long haul (more than ten year in this
            case). As demonstrated by the project, a drastic reduction
            in the gender gap is better achieved when gender-gap
            interventions are integrated in each activity of the project
            rather than as a stand-alone activity. It is also ex",English
440514,,1995,Journal Article,"Equity flows to developing countries
            have increased sharply in recent years. Foreign equity
            investment can be beneficial to developing countries because
            of its risk-sharing characteristics and effects on resource
            mobilization and allocation. Empirical evidence shows that
            the stock markets of developing countries have become more,
            although not fully, integrated with world financial markets,
            and this increased integration implies a lower risk-adjusted
            cost of capital. Constraints to further increasing the flows
            and expanding the benefits are macroinstability, poorly
            functioning stock markets, and insufficiently open financial
            markets. Empirical evidence does not support the view that
            equity flows are more volatile than other types of capital
            flows or that equity flows have a negative impact on the
            volatility of stock price",English
31764326,,2020,Procurement Plan,{},English
16492304,,2012,Implementation Status and Results Report,{},English
33137686,,2021,Implementation Status and Results Report,{},English
17081721,,2012,Project Paper,"The development objectives of the
            Health Equity and Performance Improvement Project for Panama
            are to (i) increase access of targeted underserved rural
            communities to quality basic health services known to help
            reduce under-five child mortality; and (ii) support the
            development of strategic planning, regulatory, and
            monitoring mechanisms known to improve health system
            performance. This paper states the restructuring of the
            project. The restructuring includes: (i) extend the
            project's closing date by 18 months from June 30, 2013
            to December 31, 2014; (ii) modify disbursement conditions of
            eligible expenditures; (iii) revise the results framework
            and monitoring; and (iv) for each disbursement, provide
            flexibility in the percentage of funds financed by loan
            versus counterpart funds. Project progress towards achieving
      ",English
33556687,,1988,Announcement,"Indebted Latin American countries
            urgently need to develop their domestic capital markets and
            enhance their access to international equity investment in
            place of excessive reliance on bank loans, Charles O.
            Sethness, Director of the Capital Markets Department of the
            International Finance Corporation (IFC), said in New York
            today. Mr. Sethness was addressing senior business
            executives and top Government officials attending a two-day
            forum on 'New Investment Opportunities in Latin
            American Equities Markets~^!!^ sponsored by Business Week
            and IFC.",English
30461673,,2018,Policy Research Working Paper,"This paper discusses the landscape
            for private equity and venture capital financing in Kenya.
            It provides an overview of the private equity and venture
            capital market in the country, describing key players,
            including funds, fund managers, investors, and public sector
            entities. The paper provides an analysis of key market
            drivers and impediments, as well as
            legal/regulatory/taxation drivers and impediments that
            affect Kenya’s private equity and venture capital industry.",English
6754573,,2006,Publication,"This year, the workshop examined the
            conceptual foundation of the workshop sessions by discussing
            the definition of equity itself. What do we mean by equity,
            and how does equity differ from equality Whereas equity is
            commonly associated positively with impartiality and
            justice, economists understand equality as an idealistic and
            unattainable goal often linked to socialism and communism.
            The terminological twins equity/equality, however, can be
            conceptualized in highly diverging ways with different
            consequences for development strategy. The discussions
            throughout the workshop mirror the controversial positions
            of international discourse on the topic. Through the varying
            dimensions of these terms, discussions focused on the
            different responsibilities for political action such terms
            entail. For example, whereas equality in ",English
30250619,,2018,Policy Research Working Paper,"The international comovement of
            equity returns has been viewed as reflecting either
            pervasive common shocks or local linkages between countries.
            This paper brings these perspectives together by assessing
            the comovement of equity returns in a dynamic model that
            allows for both common factors and spatial dependence, using
            quarterly data for 40 advanced and emerging countries over
            the past two decades, and including GDP growth, the real
            interest rate, and credit as fundamental variables.
            Estimation results employing a bias-corrected quasi-maximum
            likelihood approach provide strong indication that the
            cross-country dependence of equity returns results from both
            spatial effects and common shocks captured by a latent
            common factor -- weak and strong dependence, respectively.
            The factor exhibits a robust negative correlation wi",English
17691741,,2012,Program Information Document,{},English
30509650,,2018,Policy Research Working Paper,"This paper discusses the landscape
            for private equity and venture capital financing in Ghana.
            It provides an overview of the private equity and venture
            capital market in the country, describing key players,
            including funds, fund managers, investors, and public sector
            entities. The paper provides an analysis of key market
            drivers and impediments, as well as legal, regulatory, and
            taxation drivers and impediments that affect Ghana’s private
            equity and venture capital industry.",English
