id,title,year,doctype,abstract,lang
15796985,,2012,Working Paper,"Private Equity/Venture Capital
            (PE/VC) is uniquely suited to financing climate friendly
            investments that are risky, innovative, and relatively
            small. PE/VC funds will certainly not provide more than a
            fraction of the $4.6 trillion investment needed, but they
            fill a key niche. This report assesses the potential for
            private equity in financing climate related investment,
            describes the barriers restricting the growth of the asset
            class, and outlines the role that public capital can play to
            leverage private sector investment to accelerate the
            development of new climate related private equity funds.
            This report is intended for policy makers and others
            interested in the role that public support for PE/VC funds
            can play in supporting climate friendly investments. It is
            intended to help shape conversations about how public
     ",English
17565615,,2011,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
28152643,,2017,Project Paper,"The objective of the Learning, Equity
            and Accountability Program Support Project for Philippines
            is to improve the quality of grades 1 to 3 reading and math
            skills of children in Target Regions and Target Schools,
            with a special focus on those belonging to Target
            Disadvantaged Groups. The improved school report cards focus
            on a wide range of areas, including ‘access’, ‘quality’ and
            ‘governance’ thereby promoting the collection and use of
            information to improve school functioning, boost
            transparency and encourage community participation; (ii) the
            information strategy represents a comprehensive approach to
            tracking and monitoring students from the most vulnerable
            backgrounds and provide extensive data for an informed
            policy dialogue; and (iii) reviewing ongoing DepEd programs
            that support disadvantaged students and propose",English
16515173,,2012,Working Paper,"The health equity and financial
            protection reports are short country-specific volumes that
            provide a picture of equity and financial protection in the
            health sectors of low-and middle-income countries. Topics
            covered include: inequalities in health outcomes, health
            behavior and health care utilization; benefit incidence
            analysis; financial protection; and the progressivity of
            health care financing. Pakistan's government is
            committed to improving the equity of health outcomes and the
            ability to offer financial protection in the health sector
            through the implementation of the National Health Policy.
            Pakistan spends 2.62 per cent (2009) of its gross domestic
            product (GDP) on health. This is far lower than the average
            spending levels in other countries in the South Asia Region,
            which have spent an average of 5.3 per cent (20",English
17565640,,2012,,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17565662,,2011,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17570623,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17682854,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17683107,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
20434356,,2014,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17571263,,2011,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
32497751,,2020,Brief,"Monitoring progress towards the World
            Bank Group's (WBG) goals, eradicating poverty and
            boosting shared prosperity, is essential to adjust the
            Bank's portfolio investment decisions and to
            effectively implement projects. The Poverty and Equity
            Global Practice has developed a suite of tools to allow
            cost-effective monitoring of portfolios and projects to
            enhance their development effectiveness.",English
17566028,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17566035,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17682876,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17682982,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low- and
            middle-income countries. The tables in this section show how
            health outcomes, risky behaviors and health care utilization
            vary across asset (wealth) quintiles and periods. The
            quintiles are based on an asset index constructed using
            principal components analysis. The tables show the mean
            values of the indicator for each quintile, as well as for
            the sample as a whole. Also shown are the concentration
            indices which capture the direction and degree of
            inequality. Benefit-incidence analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. There are three tables
            showing, respectively, the distribution of service
            utilizat",English
17684138,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17684172,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17571187,,2011,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
18126457,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17682560,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes; health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17683005,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17682965,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17682879,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17682899,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17683050,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17684106,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
29827548,,2018,Project Paper,"The development objective of the
            Quality and Equity of Basic Education Project for Senegal is
            to improve learning outcomes for early grades, increase
            access to the science andmathematics tracks of secondary
            schools, and to improve equity in access to basic
            education.The purpose of this restructuring is only to
            request for a 4-months extension of the closing date for IDA
            Credit 5275 from May 31, 2018 to October 1, 2018. The extra
            time will allow to process the additional financing which
            will be approved on May 30, 2018 and signed before IDA
            credit (Cr.15250) closes on September 30, 2018. The IDA
            credit closing date was extended once from January 31, 2018
            to May 31, 2018. Out of three grants, GPE TF15285 and CIDA
            TF15311 closed in September 2017 and August 2017
            respectively. The third GPE grant TF15232 is still active
    ",English
33547351,,2020,Brief,"The national poverty rate in Russia
            has been slowly declining in recent years: from 12.9 percent
            in 2017, 12.6 percent in 2018 to 12.3 percent in 2019. In
            its May 2018 decree, Russia’s president set up a target of
            halving the official poverty rate over the next six years.
            This pre-pandemic goal of halving poverty to 6.6 percent by
            2024 is unlikely to be attained. A new decree in July moves
            the goal of halving the poverty rate to year 2030 (from a
            baseline official poverty rate in 2017 of 12.9 percent).
            Inequality in Russia remains relatively stable over the past
            years at levels that are, however, higher than in other
            Europe and Central Asia (ECA) countries. The Gini index for
            consumption expenditures calculated by the World Bank for
            2018 is 37.5 percent and it came down marginally in 2018,
            while official estimates of the",English
29945336,,2018,Brief,"This poverty and equity brief
            explains about the latest available Household Income and
            Expenditure Survey (HIES) data for Tuvalu are from 2010.
            Using the upper middle income class poverty line, the lower
            middle income class poverty line, and the international
            poverty line, the consumption-based poverty rates were 46.7
            percent, 17.6 percent, and 3.3 percent, respectively.
            Inequality, as measured by the Gini index, was 39, which is
            comparable to most of Tuvalu's Pacific regional
            neighbors. Another HIES was conducted in 2016, so
            information on more recent poverty trends will become
            available in the near future.",English
16728374,,2012,Working Paper,"The health equity and financial
            protection reports are short country-specific volumes that
            provide a picture of equity and financial protection in the
            health sectors of low- and middle-income countries. Topics
            covered include: inequalities in health outcomes, health
            behavior and health care utilization; benefit incidence
            analysis; financial protection; and the progressivity of
            health care financing. This report analyses equity and
            financial protection in the health sector of Mongolia. In
            particular, it examines inequalities in health outcomes and
            health care utilization; benefit incidence analysis;
            financial protection; and the progressivity of health care
            financing. Data are drawn from the 2005 Mongolia multiple
            indicator cluster survey and the 2007-08 Mongolia household
            socio-economic survey.",English
16514705,,2012,Working Paper,"The health equity and financial
            protection reports are short country-specific volumes that
            provide a picture of equity and financial protection in the
            health sectors of low-and middle-income countries. Topics
            covered include: inequalities in health outcomes, health
            behavior and health care utilization; benefit incidence
            analysis; financial protection; and the progressivity of
            health care financing. Malawi's government is committed
            to improving equity and financial protection in the health
            sector. Equity is explicitly mentioned as one of the four
            objectives in the Health Sector Strategic Plan (HSSP). The
            overall objective of the HSSP is to contribute towards
            Malawi's attainment of the health and related
            millennium development goals. The specific objectives of the
            HSSP are, therefore, to: 1) increase coverage of the high
 ",English
17617076,,2013,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17617375,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17565629,,2011,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17565638,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17565642,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17565857,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17682963,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17683077,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17684127,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17565635,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17682877,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
5086512,,2001,Loan Agreement,{},English
17683076,,2012,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
17570442,,2011,Brief,"The health equity and financial
            protection datasheets provide a picture of equity and
            financial protection in the health sectors of low-and
            middle-income countries. Topics covered include:
            inequalities in health outcomes, health behavior and health
            care utilization; benefit incidence analysis; financial
            protection; and the progressivity of health care financing.
            The tables in this report show how health outcomes, risky
            behaviors and health care utilization vary across asset
            (wealth) quintiles and periods. The quintiles are based on
            an asset index constructed using principal components
            analysis. Benefit-Incidence Analysis (BIA) shows whether,
            and by how much, government health expenditure
            disproportionately benefits the poor. The distribution of
            subsidies depends on the assumptions made to allocate
            subsidies t",English
